Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members,Top GO Terms,Top GO Term p-values,Top GO FDRs,Top GO Term Fold Enrichments
1008,10,0.308,13.86,8309.0,0.001661,0.999933,AJAP1 BOK CALHM5 CDS1 CTRL FBXO17 GPR157 PAX7 TIMP2 TRIM3,regulation of polarized epithelial cell differentiation|regulation of granulosa cell apoptotic process|regulation of Rap protein signal transduction|positive regulation of PERK-mediated unfolded protein response|regulation of chorionic trophoblast cell proliferation,0.001455|0.001455|0.002424|0.002424|0.002909,1|1|1|1|1,1030|1030|514.9|514.9|411.9
1009,11,0.3006,16.54,9371.0,0.001757,0.999969,ABTB1 CAPN7 CRY1 FADS6 FNBP1 GPR158 HMX3 LCP2 MCCC1 RTN4R SLC36A4,cellular response to blue light|proline import across plasma membrane|blue light signaling pathway|L-tryptophan transmembrane transport|L-proline transmembrane transport,0.001746|0.001746|0.001746|0.001746|0.001746,1|1|1|1|1,858.1|858.1|858.1|858.1|858.1
1010,10,0.3087,13.89,8015.0,0.001726,0.999933,B3GALT5 EPS15L1 FAM107B FAM76B FGFBP1 GPR161 MDFI SCGB2A2 SH3BGR SYCP2,male anatomical structure morphogenesis|male genitalia morphogenesis|negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning|positive regulation of fibroblast growth factor receptor signaling pathway|regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning,0.002424|0.002424|0.002909|0.00436|0.00436,1|1|1|1|1,514.9|514.9|411.9|257.4|257.4
1011,9,0.3169,11.41,7143.0,0.001591,0.9998530000000001,CHADL FAM84A GPR37 LAMP3 LRCH3 NDUFS6 PGRMC2 PLA2G4C RHOU,negative regulation of collagen fibril organization|platelet activating factor biosynthetic process|septin cytoskeleton organization|locomotion involved in locomotory behavior|positive regulation of dopamine metabolic process,0.00131|0.002182|0.002182|0.002618|0.002618,1|1|1|1|1,1144|572.1|572.1|457.7|457.7
1012,9,0.3218,11.59,7643.0,0.00151,0.9998530000000001,AQP8 CAMK2B DXO GPR55 KLHL30 NRG1 TMEM181 TPRG1L ZNF814,regulation of neuron migration|positive regulation of Ras protein signal transduction|positive regulation of small GTPase mediated signal transduction|ERBB4 signaling pathway|pathogenesis,0.0001589|0.0005135|0.0006082|0.0008734|0.0008734,1|1|1|1|1,109|59.44|54.48|2288|2288
1013,7,0.3271,6.867999999999999,5373.0,0.001273,0.9992989999999999,FAM83D GCNT4 GPR65 KCNK10 KRTAP26-1 TMEM141 ZNF706,protein localization to mitotic spindle|inter-male aggressive behavior|negative regulation of stem cell population maintenance|aggressive behavior|stabilization of membrane potential,0.0006794|0.001019|0.002376|0.002715|0.006101,1|1|1|1|1,2942|1471|490.4|420.3|173.1
1014,11,0.3077,16.92,9257.0,0.0018210000000000001,0.999969,BBS12 CD248 COQ8B DNPH1 FN1 GPR4 GPR83 MDFI SLC5A10 SLC9A3R2 TSPAN15,"positive regulation of substrate-dependent cell migration, cell attachment to substrate|regulation of substrate-dependent cell migration, cell attachment to substrate|calcium-independent cell-matrix adhesion|glomerular mesangial cell development|anatomical structure morphogenesis",0.002134|0.002134|0.002667|0.003199|0.003245,1|1|1|1|1,624.1|624.1|468.1|374.5|4.385
1015,9,0.3176,11.43,7242.0,0.001572,0.9998530000000001,DAB2 GPR85 HSPH1 MBOAT4 MFSD4B NCOA5 NUAK2 TMEM168 TMEM229B,peptidyl-serine octanoylation|protein octanoylation|leading edge cell differentiation|positive regulation of clathrin-dependent endocytosis|positive regulation of MHC class I biosynthetic process,0.0008734|0.0008734|0.0008734|0.002618|0.003054,1|1|1|1|1,2288|2288|2288|457.7|381.4
1016,12,0.3033,20.02,9472.0,0.002104,0.999986,CHIT1 CNTN2 GPRIN1 HHAT IGFN1 ODF1 PEF1 REN TMEM206 TMEM81 TNR ZNF76,multicellular organism development|anatomical structure development|synapse organization|telencephalon cell migration|multicellular organismal process,0.000253|0.0004727|0.0005413|0.0005581|0.000579,1|1|1|1|1,3.167|2.933|18.07|58.18|2.484
1017,8,0.3026,8.472000000000001,5986.0,0.00141,0.9996790000000001,CIB1 CSF1R GPD1L GPRIN3 OR8K1 PNPLA6 PTPRE RCN1,response to ischemia|glycerophospholipid metabolic process|phospholipid metabolic process|glycerolipid metabolic process|positive regulation of male germ cell proliferation,0.0002011|0.0002226|0.0003811|0.0003867|0.0007765,1|1|1|1|1,95.35|23.33|19.4|19.31|2574
1018,9,0.3174,11.43,7425.0,0.001533,0.9998530000000001,FAM174B GAP43 GNGT2 GPX3 GUCA1C MTRNR2L1 NDN NEIL3 TWF2,neuron recognition|response to lipid hydroperoxide|regulation of growth|regulation of plasma membrane bounded cell projection assembly|regulation of cell projection assembly,0.0001973|0.001746|0.002379|0.002829|0.002888,1|1|1|1|1,97.38|762.8|10.45|24.74|24.47
1019,11,0.3077,16.92,8987.0,0.001875,0.999969,ARHGEF17 CNPY1 GRAMD1B IQCF2 ITIH1 KLK11 MPPED1 PRSS45 RFPL4AL1 TARSL2 UHRF1BP1L,threonyl-tRNA aminoacylation|cellular response to cholesterol|cellular response to sterol|response to cholesterol|response to sterol,0.00194|0.008703|0.01111|0.01351|0.0159,1|1|1|1|1,686.5|121.1|93.61|76.28|64.36
1020,11,0.3122,17.17,9154.0,0.0018679999999999999,0.999969,B3GAT1 CEMP1 CHSY1 FMN1 GRAMD1C RHBDL2 RIN2 TAGLN2 TNFRSF14 TSGA10 UGT8,chondroitin sulfate proteoglycan biosynthetic process|chondroitin sulfate proteoglycan metabolic process|positive regulation of cell-matrix adhesion|proteoglycan biosynthetic process|proteoglycan metabolic process,0.0001274|0.0002533|0.0004213|0.0004814|0.0009455,1|1|1|1|1,124.8|87.08|66.87|62.41|44.05
1021,7,0.325,6.825,5385.0,0.0012619999999999999,0.9992989999999999,GRB7 IGSF11 KIF21B MVB12A OR5M9 PITHD1 SLC17A6,penetration of cumulus oophorus|virus maturation|positive regulation of mini excitatory postsynaptic potential|regulation of mini excitatory postsynaptic potential|endosome to lysosome transport via multivesicular body sorting pathway,0.0006794|0.001019|0.001019|0.001019|0.002715,1|1|1|1|1,2942|1471|1471|1471|420.3
1022,14,0.3004,27.33,10490.0,0.002592,0.9999969999999999,C1orf109 CCNA2 CENPE EXOC1 EXOSC6 EXOSC9 GAR1 GRIA2 MRPL24 NAF1 SPATA5 SPATA5L1 SRP72 YTHDC1,snoRNA guided rRNA pseudouridine synthesis|ribonucleoprotein complex biogenesis|U4 snRNA 3'-end processing|rRNA processing|rRNA metabolic process,4.28e-06|1.02e-05|1.922e-05|2.381e-05|2.755e-05,0.06752|0.08044|0.1011|0.09391|0.08691,980.7|15.82|367.8|22.63|21.79
1023,8,0.3119,8.732999999999999,6272.0,0.001387,0.9996790000000001,ANKRD42 C1orf56 CEP104 CYB5D2 GRIA4 MFSD14A MOGAT3 NPR3,osteoclast proliferation|monoacylglycerol biosynthetic process|pancreatic juice secretion|positive regulation of urine volume|monoacylglycerol metabolic process,0.00194|0.003103|0.003103|0.005811|0.005811,1|1|1|1|1,643.6|367.8|367.8|183.9|183.9
1024,9,0.3136,11.29,7550.0,0.00149,0.9998530000000001,EFCAB6 EN2 GRIK4 LMO3 NAB1 RAPGEF5 SLC37A1 TMEM182 TMEM45B,positive regulation of glucocorticoid receptor signaling pathway|glucose-6-phosphate transport|hexose phosphate transport|regulation of glucocorticoid receptor signaling pathway|positive regulation of peroxisome proliferator activated receptor signaling pathway,0.00131|0.003054|0.003054|0.003925|0.003925,1|1|1|1|1,1144|381.4|381.4|286|286
1025,9,0.3063,11.03,7294.0,0.001506,0.9998530000000001,AFAP1L1 C17orf78 CCDC158 DCAF17 GRIN1 OSTF1 ST8SIA6 TRIM2 ZC3H12C,ionotropic glutamate receptor signaling pathway|glutamate receptor signaling pathway|propylene metabolic process|response to glycine|cellular alkene metabolic process,8.547e-05|0.0002463|0.0009704|0.001455|0.001455,1|1|1|1|1,152.6|87.64|2060|1030|1030
1026,10,0.3024,13.61,8089.0,0.001675,0.999933,AKT1 BEAN1 ELMOD3 FCRLB GRIN2D PEBP1 PRRG2 PTPN4 SFTPB WBP1,"excitatory postsynaptic potential|chemical synaptic transmission, postsynaptic|negative regulation of protein kinase activity by protein phosphorylation|regulation of postsynaptic membrane potential|response to insulin-like growth factor stimulus",0.0004472|0.000503|0.0009704|0.001064|0.00194,1|1|1|1|1,64.36|60.57|2060|41.19|686.5
1027,10,0.3055,13.75,8102.0,0.0016899999999999999,0.999933,CENPE ELOVL3 GLYATL1 GRIN3B GTDC1 PSD TBCCD1 TCP11L2 TM7SF2 ZNF394,lateral attachment of mitotic spindle microtubules to kinetochore|microtubule plus-end directed mitotic chromosome migration|maintenance of Golgi location|mitotic chromosome movement towards spindle pole|maintenance of centrosome location,0.0009704|0.0009704|0.00194|0.002424|0.002424,1|1|1|1|1,2060|2060|686.5|514.9|514.9
1028,8,0.3097,8.673,6165.0,0.001401,0.9996790000000001,HABP4 KANK2 PABPC4 PAIP1 RBM44 RSPH3 SLC39A13 ZNF470,regulation of translational initiation|posttranscriptional regulation of gene expression|negative regulation of vitamin D receptor signaling pathway|positive regulation of translation|positive regulation of cellular amide metabolic process,0.0004526|0.0009585|0.001164|0.001215|0.001813,1|1|1|1|1,62.79|14.12|1287|37.86|30.83
1029,10,0.3007,13.53,8134.0,0.001657,0.999933,ACBD7 CYGB GSX1 HACD1 NRM RRH SPATA22 WDR31 WRAP53 ZNF474,telomerase RNA localization|telomerase RNA localization to Cajal body|telomere formation via telomerase|protein localization to Cajal body|protein localization to nuclear body,0.0009704|0.0009704|0.0009704|0.0009704|0.0009704,1|1|1|1|1,2060|2060|2060|2060|2060
1030,34,0.3028,169.9,23660.0,0.007108,1.0,AK6 BMS1 DDX10 DHX33 DHX37 EXOSC1 EXOSC10 HEATR1 IMP3 IMP4 KRR1 NAT10 NOC4L NOL10 NOL6 NOP9 PDCD11 POP4 POP5 PWP2 RBM19 RFC2 RPP38 RPP40 RRP12 SRFBP1 USP36 UTP15 UTP20 UTP25 UTP4 WDR18 WDR3 WDR43,rRNA processing|rRNA metabolic process|ribosome biogenesis|ncRNA processing|ribonucleoprotein complex biogenesis,8.196e-46|2.225e-45|5.447e-43|6.371e-40|4.635e-39,1.293e-41|1.755e-41|2.864e-39|2.512e-36|1.462e-35,61.61|59.33|48.25|37.08|34.45
1031,10,0.3161,14.22,8363.0,0.0016940000000000002,0.999933,C3orf80 CDRT15 GHSR HAPLN3 LRRC29 MAP7 RMND5B WNT5A ZBTB8A ZDHHC20,regulation of protein localization to synapse|regulation of leukocyte apoptotic process|regulation of interleukin-1 beta production|regulation of postsynapse organization|positive regulation of endothelial cell proliferation,8.547e-05|0.0007235|0.0008117|0.0008483|0.0009048,1|1|1|1|1,152.6|50.23|47.34|46.28|44.77
1032,10,0.3071,13.82,8269.0,0.0016649999999999998,0.999933,ANXA2 BAG1 BMP1 ETNPPL FASLG GLIPR2 HBG2 OR1J2 TMEM9 XIRP2,endosomal lumen acidification|intracellular pH reduction|pH reduction|vesicle organization|endosome organization,3.177e-06|0.0002565|0.0002883|0.0003849|0.0006403,0.05011|1|1|1|1,1030|85.81|80.76|19.93|53.49
1033,10,0.3141,14.13,7456.0,0.001887,0.999933,ARG1 CHRD HCLS1 SERPINI1 SLA WIZ ZBTB2 ZNF292 ZNF592 ZNF644,regulation of L-arginine import|BMP signaling pathway involved in spinal cord dorsal/ventral patterning|positive regulation of neutrophil mediated killing of fungus|regulation of neutrophil mediated killing of fungus|arginine catabolic process to ornithine,0.001067|0.001067|0.001601|0.001601|0.001601,1|1|1|1|1,1872|1872|936.1|936.1|936.1
1034,11,0.3073,16.9,9000.0,0.00187,0.999969,BAD BLID CASC4 GNB5 GNRH2 HCN3 RBPMS2 RTKN SLC44A2 SOCS4 TEX2,phosphatidylinositol phosphorylation|regulation of phosphatidylinositol 3-kinase activity|regulation of lipid kinase activity|lipid phosphorylation|glycerophospholipid metabolic process,0.0005222|0.00054|0.0007768|0.0008203|0.0008328,1|1|1|1|1,60.22|59.18|49.04|47.67|15.56
1035,9,0.3027,10.9,7173.0,0.001513,0.9998530000000001,CCDC89 CSTF2T HCRT KRTAP20-1 LURAP1L PHYHIP PRR15 TTC30A WSB1,positive regulation of transmission of nerve impulse|negative regulation of transmission of nerve impulse|pre-mRNA cleavage required for polyadenylation|mRNA cleavage involved in mRNA processing|sleep,0.003054|0.003054|0.0061|0.006534|0.006534,1|1|1|1|1,381.4|381.4|176|163.5|163.5
1036,10,0.3178,14.3,8009.0,0.001778,0.999933,CSRNP3 CTSA DOK1 EDNRA HDGFL3 OR8J1 PUS10 SLC17A4 TMEM260 TTN,striated muscle myosin thick filament assembly|sarcomerogenesis|negative regulation of chaperone-mediated autophagy|skeletal muscle myosin thick filament assembly|macrophage colony-stimulating factor signaling pathway,0.002134|0.002134|0.002134|0.002134|0.002667,1|1|1|1|1,624.1|624.1|624.1|624.1|468.1
1037,9,0.3052,10.99,7363.0,0.001486,0.9998530000000001,ARFGAP2 FBXL15 HECTD2 RNF213 SESN2 SMLR1 STK39 TRIM42 ZNRF1,protein polyubiquitination|protein ubiquitination|protein modification by small protein conjugation|protein modification by small protein conjugation or removal|negative regulation of translation in response to endoplasmic reticulum stress,7.282e-06|0.0001847|0.0002736|0.0006509|0.0008734,0.1149|1|1|1|1,28.43|12.35|11.15|8.878|2288
1038,9,0.3168,11.4,7103.0,0.001599,0.9998530000000001,ANKRD65 BMT2 CCDC151 FAM120B HES4 IPCEF1 KRTAP25-1 OR6B2 PROM1,positive regulation of nephron tubule epithelial cell differentiation|glomerular parietal epithelial cell differentiation|positive regulation of epithelial cell differentiation involved in kidney development|peroxisome proliferator activated receptor signaling pathway|regulation of nephron tubule epithelial cell differentiation,0.001746|0.001746|0.00349|0.00349|0.0061,1|1|1|1|1,762.8|762.8|326.9|326.9|176
1039,8,0.322,9.016,6387.0,0.0014060000000000001,0.9996790000000001,CHRNE CSTB FN3K HEXDC SUOX TBCCD1 TLL2 WNT1,midbrain-hindbrain boundary maturation|midbrain-hindbrain boundary maturation during brain development|cerebellum formation|hindbrain formation|fructoselysine metabolic process,0.0006794|0.0006794|0.0006794|0.0006794|0.0006794,1|1|1|1|1,2942|2942|2942|2942|2942
1040,8,0.3155,8.834,6317.0,0.001393,0.9996790000000001,ENDOU HGH1 JPT2 MGAT4C RAB13 RHEBL1 SLC30A3 TNFAIP2,trans-Golgi network to recycling endosome transport|zinc ion import into synaptic vesicle|zinc ion import into organelle|Golgi vesicle fusion to target membrane|establishment of Sertoli cell barrier,0.0007765|0.001164|0.001164|0.00194|0.00194,1|1|1|1|1,2574|1287|1287|643.6|643.6
1041,68,0.3012,686.1,50560.0,0.01335,1.0,APOA2 AQP10 ATP1A2 CD1B CD1C CD1E CHI3L1 CHIT1 CIART CLK2 CTSK EFNA3 EFNA4 FCGR2B FCGR3A FCRL1 FCRL2 FCRL3 FLG2 FMO2 FMO3 FMO4 GABPB2 GBA HIST2H2AB HIST2H2BE HRNR ITLN1 ITLN2 KCNJ10 LCE1A LCE1B LCE1E LCE2A LCE3A LCE3E LCE5A LCE6A NECTIN4 OR10J3 OR10J5 OR10T2 OR6K6 OR6N1 OR6N2 OR6Y1 PGLYRP3 PRELP RGS13 RGS18 RGS2 S100A12 S100A2 S100A4 S100A5 S100A6 S100A7A S100A8 S100A9 SELENBP1 SLAMF7 SPRR1A SPRR2G SPRR4 TROVE2 TTC24 YY1AP1 ZNF687,keratinization|skin development|keratinocyte differentiation|epidermal cell differentiation|epidermis development,1.417e-11|2.89e-11|9.369e-11|5.753e-10|1.05e-09,2.235e-07|2.279e-07|4.926e-07|2.269e-06|3.311e-06,16.32|11.24|13.76|11.67|9.583
1042,10,0.3039,13.67,8247.0,0.0016510000000000001,0.999933,CDC42EP5 CDH19 F2RL3 GPR162 HIVEP2 METTL27 RD3L SHTN1 SOAT2 TAAR6,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules|Rho protein signal transduction|adherens junction organization|actin filament bundle distribution|actin filament bundle retrograde transport,0.0002421|0.0004971|0.0005129|0.001067|0.001067,1|1|1|1|1,89.16|61.39|60.4|1872|1872
1043,11,0.3048,16.76,9147.0,0.001825,0.999969,BRINP3 C21orf62 CRB1 FAM78B GPR25 HIVEP3 ITLN2 PTX3 RIIAD1 SUSD4 ZNF648,positive regulation of cell proliferation in midbrain|establishment of bipolar cell polarity|establishment of bipolar cell polarity involved in cell morphogenesis|regulation of cell proliferation in midbrain|response to glial cell derived neurotrophic factor,0.001164|0.001164|0.001164|0.001746|0.001746,1|1|1|1|1,1716|1716|1716|858.1|858.1
1044,11,0.3036,16.7,8747.0,0.0019010000000000001,0.999969,EVA1B HMBOX1 KCNG1 MACO1 MOV10 NMRK2 SLC6A4 TMEM131 TMEM131L TMEM39A TMEM39B,negative regulation of autophagosome maturation|regulation of autophagosome maturation|negative regulation of autophagosome assembly|positive regulation of viral genome replication|negative regulation of macroautophagy,7.241e-06|3.096e-05|3.945e-05|0.0001356|0.0001802,0.1142|0.2442|0.2075|0.5346|0.5686,624.1|267.5|234|120.8|104
1045,10,0.3033,13.65,8036.0,0.001691,0.999933,ABI2 ANKAR C1orf189 CARD9 HMX1 MRO PMPCA RNASE7 SIDT1 TMEM86B,response to fungus|defense response to Gram-positive bacterium|zonula adherens assembly|protein processing involved in protein targeting to mitochondrion|lens fiber cell morphogenesis,0.0003574|0.001064|0.001455|0.002909|0.002909,1|1|1|1|1,72.26|41.19|1030|411.9|411.9
1046,10,0.3005,13.52,8261.0,0.0016309999999999999,0.999933,ABCC4 CABP1 CLIP1 HNRNPA1L2 HOMER3 LY6G6D PHOSPHO2 PHYKPL RNF167 SOSTDC1,cAMP transport|cyclic nucleotide transport|negative regulation of determination of dorsal identity|platelet degranulation|prostaglandin secretion,0.001067|0.001601|0.001601|0.002093|0.002134,1|1|1|1|1,1872|936.1|936.1|29.25|624.1
1047,19,0.3022,51.67,13090.0,0.003921,1.0,BMS1 C16orf72 C1D CCDC137 DDX21 EXOSC1 GBF1 HNRNPH1 HSPA14 NCL NOC3L NOLC1 PDCD11 PINX1 RRP12 SUPV3L1 TENT4B TIMM23 ZCCHC7,rRNA processing|rRNA metabolic process|ribosome biogenesis|ncRNA processing|RNA processing,2.459e-12|3.413e-12|2.059e-11|2.024e-10|3.619e-10,3.878e-08|2.692e-08|1.083e-07|7.982e-07|1.142e-06,33.95|32.69|26.59|20.43|11.69
1048,10,0.3007,13.53,6662.0,0.0020210000000000002,0.999933,HNRNPAB HNRNPD HNRNPM HNRNPUL1 KHSRP MATR3 RBM5 RPRD2 SCAF1 SCAF8,mRNA processing|mRNA metabolic process|RNA processing|RNA splicing|RNA metabolic process,4.311e-12|7.395e-11|7.002e-10|1.227e-08|5.254e-08,6.8e-08|5.832e-07|3.682e-06|4.839e-05|0.0001658,34.04|23.74|17.85|30.36|10.3
1049,89,0.3001,1175.0,70100.0,0.01645,1.0,C5AR1 C5AR2 CABP5 CEACAM4 CEACAM6 CLC CRX CYP2A13 CYP2B6 CYP2S1 EML2 ERVV-2 FFAR2 FFAR3 FLT3LG FPR3 FUT1 FUT2 GPR32 HKR1 IFNL1 IFNL3 IGFL1 KIR2DL1 KIR2DL3 KLK11 KLK3 KLK6 LAIR2 LGALS13 LGALS14 LILRA4 MAG PSG11 PSG2 PSG3 PSG4 PSG6 PSG8 PVR SIGLEC12 SIGLEC5 SIGLEC9 SPIB SULT2A1 SULT2B1 VN1R4 ZFP14 ZFP82 ZNF155 ZNF175 ZNF222 ZNF225 ZNF226 ZNF230 ZNF233 ZNF28 ZNF284 ZNF285 ZNF302 ZNF382 ZNF383 ZNF415 ZNF432 ZNF45 ZNF461 ZNF527 ZNF528 ZNF534 ZNF540 ZNF546 ZNF566 ZNF568 ZNF569 ZNF570 ZNF571 ZNF573 ZNF577 ZNF585B ZNF599 ZNF610 ZNF613 ZNF614 ZNF665 ZNF677 ZNF701 ZNF780B ZNF790 ZNF880,"regulation of transcription by RNA polymerase II|regulation of transcription, DNA-templated|regulation of nucleic acid-templated transcription|regulation of RNA biosynthetic process|regulation of gene expression",8.871e-17|1.72e-13|1.738e-13|1.835e-13|6.12e-13,1.399e-12|1.356e-09|9.141e-10|7.236e-10|1.931e-09,3.813|2.973|2.972|2.968|2.473
1050,9,0.3032,10.91,7071.0,0.001537,0.9998530000000001,CERCAM GJB3 GJB4 HORMAD1 MIB2 NYAP2 RHOT1 TRAK1 ZBTB8B,"mitochondrion transport along microtubule|establishment of mitochondrion localization, microtubule-mediated|establishment of mitochondrion localization|mitochondrion localization|organelle transport along microtubule",5.062e-05|5.062e-05|6.844e-05|0.0002139|0.0005398,0.7985|0.3992|0.3599|0.8434|1,199|199|169.5|93.4|57.93
1051,11,0.3026,16.64,9071.0,0.001827,0.999969,DCK HOXB3 MCRIP1 MIF4GD PAIP2 PLXDC1 PPP1R27 SLC25A10 SLC29A1 TK1 ZNF410,deoxyribonucleoside monophosphate biosynthetic process|pyrimidine nucleoside salvage|pyrimidine-containing compound salvage|pyrimidine nucleoside biosynthetic process|nucleoside salvage,1.163e-05|2.014e-05|2.014e-05|3.945e-05|3.945e-05,0.1835|0.1589|0.1059|0.1556|0.1245,468.1|340.4|340.4|234|234
1052,11,0.3064,16.85,9154.0,0.0018329999999999998,0.999969,CEP78 CREM HOXC9 LASP1 LRRC23 PAAF1 PLCB3 RNF148 TES WNT16 WNT2,cardiac epithelial to mesenchymal transition|epithelial to mesenchymal transition|cell-cell signaling by wnt|Wnt signaling pathway|canonical Wnt signaling pathway,9.028e-05|0.0006488|0.0007365|0.0007365|0.000924,1|1|1|1|1,149.8|53.49|16.09|16.09|44.58
1053,8,0.3135,8.779,6292.0,0.00139,0.9996790000000001,CAPN10 CEP290 FAM43A G6PC2 HPR LIM2 LRRC28 OR13G1,regulation of protein transport|type B pancreatic cell apoptotic process|regulation of establishment of protein localization|regulation of peptide transport|positive regulation of type B pancreatic cell apoptotic process,0.001063|0.001164|0.001204|0.001251|0.001552,1|1|1|1|1,13.62|1287|13.05|12.87|858.1
1054,8,0.3004,8.411,6271.0,0.001336,0.9996790000000001,CLIP4 CPN2 HPS5 HPS6 KIF1B PIGN RTP2 TMEM74B,lysosome localization|pigmentation|response to rotenone|retrograde neuronal dense core vesicle transport|anterograde neuronal dense core vesicle transport,0.0002055|0.0006659|0.0008734|0.002618|0.002618,1|1|1|1|1,95.35|52.01|2288|457.7|457.7
1055,10,0.3185,14.33,8304.0,0.001719,0.999933,CLPTM1L CTRL FAM69C FBXL13 HRH2 MINDY3 PLA2G12A SFI1 TNK2 ZNF70,gastric acid secretion|phosphatidylinositol acyl-chain remodeling|phosphatidylglycerol acyl-chain remodeling|regulation of clathrin-dependent endocytosis|acid secretion,0.00436|0.009185|0.009185|0.009666|0.01063,1|1|1|1|1,257.4|114.4|114.4|108.4|98.07
1056,11,0.305,16.78,9074.0,0.001841,0.999969,ARHGEF1 CNGB1 HHATL HSD17B14 MXRA8 PSD4 RFX8 SERPINE3 SYNDIG1L VSIG10L WDR88,negative regulation of N-terminal protein palmitoylation|regulation of N-terminal protein palmitoylation|negative regulation of protein lipidation|establishment of glial blood-brain barrier|negative regulation of lipoprotein metabolic process,0.001067|0.001067|0.001601|0.001601|0.003199,1|1|1|1|1,1872|1872|936.1|936.1|374.5
1057,10,0.3191,14.36,8282.0,0.001727,0.999933,BCL2L10 CRABP1 CYP1B1 DGKQ GPR4 HSPA1A HSPA1B LIPG LRRC37A TNFRSF21,heat acclimation|positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway|cellular heat acclimation|positive regulation of microtubule nucleation|positive regulation of nucleotide-binding oligomerization domain containing signaling pathway,5.433e-06|5.433e-06|5.433e-06|7.241e-06|7.241e-06,0.08569|0.04285|0.02856|0.02856|0.02285,748.9|748.9|748.9|624.1|624.1
1058,11,0.3033,16.68,8746.0,0.0018989999999999999,0.999969,ADAM20 ADAM21 BTBD9 ESR2 HSPA2 JKAMP LMO4 RDH11 RDH12 TMEM229B UBXN2B,cellular detoxification of aldehyde|cellular response to aldehyde|binding of sperm to zona pellucida|retinol metabolic process|sperm-egg recognition,1.163e-05|2.349e-05|0.0002647|0.000313|0.0004971,0.1835|0.1853|1|1|1,468.1|312|85.1|78.01|61.39
1059,19,0.3241,55.41,12890.0,0.004267,1.0,BIRC6 COPS4 DNAJA1 DNAJC7 EIF2AK1 EIF2B4 HECTD1 HSPA8 KCMF1 PLAA PPP1R15B RNF25 TRPC4AP UBA6 UBR4 USP15 USP19 VCPIP1 ZRANB1,protein modification by small protein conjugation or removal|protein metabolic process|cellular protein metabolic process|protein catabolic process|organonitrogen compound metabolic process,9.592e-12|2.244e-10|5.306e-10|3.514e-09|8.179e-09,1.513e-07|1.77e-06|2.79e-06|1.386e-05|2.58e-05,12.62|4.369|4.761|14.28|3.509
1060,43,0.3003,271.2,34330.0,0.007817000000000001,1.0,AP3B2 APBA2 ARHGAP11B BNIP2 C15orf53 CELF6 CHRFAM7A CHRNA7 CSNK1G1 DEXI DUOXA1 DUOXA2 EPB42 FBXL22 GABRA5 GOLGA6B GOLGA8M IGDCC3 LINGO1 MAP2K5 MYO5A MYO5C NIPA2 PIGH PLA2G4D PLA2G4E PLCB2 PLEKHO2 PPIB RAB8B SCAMP2 SCAMP5 SEMA7A SKOR1 SLC24A1 SNURF SNX22 TGM5 TGM7 THAP10 TMCO5A TYRO3 WDR76,"synaptic transmission, cholinergic|regulation of postsynaptic membrane potential|positive regulation of hydrogen peroxide biosynthetic process|regulation of thyroid hormone generation|positive regulation of hydrogen peroxide metabolic process",3.178e-05|7.073e-05|9.265e-05|0.0001234|0.0001584,0.5012|0.5578|0.4871|0.4865|0.4997,54.01|18.72|187.2|156|133.7
1061,12,0.3002,19.82,10170.0,0.001941,0.999986,CHODL CISD1 CLN5 CPLX1 ETV1 HTR1D MEX3D NIPAL1 SELENOP TTPA ZNF214 ZNF257,intracellular pH reduction|pH reduction|regulation of intracellular pH|regulation of cellular pH|regulation of pH,0.0003749|0.0004214|0.00121|0.001404|0.001642,1|1|1|1|1,71.51|67.3|39.01|36.13|33.33
1062,9,0.3043,10.96,7233.0,0.001509,0.9998530000000001,CBY1 CLPSL2 FAM149B1 ICA1L PCYOX1 PTMA RECK SLC16A9 UGT2B17,prenylcysteine metabolic process|prenylcysteine catabolic process|regulation of establishment of blood-brain barrier|prenylated protein catabolic process|negative regulation of metalloendopeptidase activity,0.00131|0.00131|0.001746|0.001746|0.002182,1|1|1|1|1,1144|1144|762.8|762.8|572.1
1063,9,0.3134,11.28,7203.0,0.00156,0.9998530000000001,ABHD14B FLYWCH2 GDPD3 GFAP IER3 MAIP1 SLC15A4 SLC19A3 SSMEM1,azole transmembrane transport|amino acid transmembrane transport|ion transmembrane transport|anion transmembrane transport|amino acid transmembrane export from vacuole,1.539e-05|0.0006957|0.0006999|0.0008454|0.0008734,0.2428|1|1|1|1,381.4|50.85|8.709|14.99|2288
1064,8,0.3068,8.59,6162.0,0.001389,0.9996790000000001,FAM13C IER5L KCNG2 LEFTY2 LVRN RALGPS1 TCHH TMEM18,regulation of Ral protein signal transduction|intermediate filament organization|peptide catabolic process|positive regulation of pathway-restricted SMAD protein phosphorylation|intermediate filament cytoskeleton organization,0.001552|0.009668|0.01236|0.01887|0.02002,1|1|1|1|1,858.1|107.3|83.04|53.63|50.48
